"File name","Comment Id","Comment Text","Comment Tokens","Comment scope","Prog.dom matches (comm.)","Prob.dom matches (comm.)","Identifier symbol","Identifier type","Identifier tokens","Identifier scopes","prog.dom matches (id)","prob. dom matches (id)","prog.dom matches (comm+id)","prob. dom matches (comm+id)","Symbol ids"
"/data/user-home/srijoni/spandan/MTPSMARTKT/utopia/smartKT/projects/extern/C.cc",1,"extern linking","extern ||| linking ||| ","21: 31","['extern', 'Properties of Datastructure / Function / Blocks']","","r ||| f ||| operator<< ||| operator<< ||| r ||| u ||| operator<< ||| class A ||| class A ||| ""Value of u->r = "" ||| ""\n"" ||| std ||| f ||| v ||| cout ||| operator<< ||| operator<< ||| u ||| operator<< ||| main ||| f ||| operator<< ||| operator<< ||| operator<< ||| v ||| u","MemberRefExpr : int ||| UnexposedExpr : A *(*)(A &) ||| UnexposedExpr : basic_ostream<char, std::char_traits<char> > &(*)(basic_ostream<char, std::char_traits<char> > &, const char *) ||| UnexposedExpr : std::basic_ostream<char, std::char_traits<char> >::__ostream_type &(*)(int) ||| UnexposedExpr : int ||| UnexposedExpr : A * ||| UnexposedExpr : basic_ostream<char, std::char_traits<char> > &(*)(basic_ostream<char, std::char_traits<char> > &, const char *) ||| TypeRef : A ||| TypeRef : A ||| StringLiteral : const char [17] ||| StringLiteral : const char [2] ||| NamespaceRef :  ||| DeclRefExpr : A *(A &) ||| DeclRefExpr : A ||| DeclRefExpr : std::ostream ||| DeclRefExpr : basic_ostream<char, std::char_traits<char> > &(basic_ostream<char, std::char_traits<char> > &, const char *) ||| DeclRefExpr : std::basic_ostream<char, std::char_traits<char> >::__ostream_type &(int) ||| DeclRefExpr : A * ||| DeclRefExpr : basic_ostream<char, std::char_traits<char> > &(basic_ostream<char, std::char_traits<char> > &, const char *) ||| FunctionDecl : int () ||| CallExpr : A * ||| CallExpr : basic_ostream<char, std::char_traits<char> > ||| CallExpr : std::basic_ostream<char, std::char_traits<char> >::__ostream_type ||| CallExpr : basic_ostream<char, std::char_traits<char> > ||| VarDecl : A ||| VarDecl : A *","r ||| f ||| operator<< ||| operator<< ||| r ||| u ||| operator<< ||| class A ||| class A ||| ""Value of u->r = "" ||| ""\n"" ||| std ||| f ||| v ||| cout ||| operator<< ||| operator<< ||| u ||| operator<< ||| main ||| f ||| operator<< ||| operator<< ||| operator<< ||| v ||| u","26: 26 ||| 25: 25 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 21: 21 ||| 25: 25 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 25: 25 ||| 25: 25 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 23: 28 ||| 25: 25 ||| 26: 26 ||| 26: 26 ||| 26: 26 ||| 21: 21 ||| 25: 25"," |||  |||  |||  |||  |||  |||  ||| class : Data-Structure and its Components ||| class : Data-Structure and its Components |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| "," |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| ","","","100554632667 ||| 100957660181 ||| 101742481271 ||| 101722112440 ||| 102730300205 ||| 100426445533 ||| 102036326940 ||| 103490643417 ||| 103490643417 ||| 100080427770 ||| 103891028872 ||| 102576260337 ||| 104292661174 ||| 101294077625 ||| 103629930078 ||| 103366970597 ||| 103854688260 ||| 103665139722 ||| 101173379920 ||| 100055273548 ||| 102480291206 ||| 101390290665 ||| 101528700791 ||| 104223042600 ||| 100766366562 ||| 104107026904"
