"File name","Comment Id","Comment Text","Comment Tokens","Comment scope","Prog.dom matches (comm.)","Prob.dom matches (comm.)","Identifier symbol","Identifier type","Identifier tokens","Identifier scopes","prog.dom matches (id)","prob. dom matches (id)","prog.dom matches (comm+id)","prob. dom matches (comm+id)","Symbol ids"
"/data/user-home/srijoni/PIN_Tests/smartKT/testsuite/threads/main.cpp",1,"globals","globals ||| ","7: 10","","","pthread_t ||| tid ||| counter","TypeRef : pthread_t ||| VarDecl : pthread_t [2] ||| VarDecl : int","pthread t ||| tid ||| counter","8: 8 ||| 8: 8 ||| 9: 9"," |||  ||| counter : Operations as part of Algorithms"," |||  ||| ","","","102151625350 ||| 103478728560 ||| 101812706779"
"/data/user-home/srijoni/PIN_Tests/smartKT/testsuite/threads/main.cpp",2,"external declarations","external ||| declarations ||| ","11: 42","['external', 'Properties of Datastructure / Function / Blocks']  ['declarations', 'Time Complexity / Space Complexity/ Memory/ Exception']","","trythis ||| main ||| arg ||| ""\n mutex init has failed\n"" ||| ""\nThread can't be created : [%s]"" ||| pthread_mutex_t ||| lock ||| i ||| error ||| a ||| pthread_mutex_init ||| printf ||| i ||| a ||| i ||| i ||| pthread_create ||| tid ||| i ||| a ||| i ||| error ||| printf ||| strerror ||| error ||| pthread_join ||| tid ||| pthread_join ||| tid ||| pthread_mutex_destroy ||| pthread_mutex_init ||| printf ||| pthread_create ||| printf ||| strerror ||| pthread_join ||| pthread_join ||| pthread_mutex_destroy ||| pthread_mutex_init ||| lock ||| printf ||| i ||| a ||| i ||| i ||| error ||| pthread_create ||| tid ||| i ||| trythis ||| a ||| i ||| error ||| printf ||| strerror ||| error ||| i ||| pthread_join ||| tid ||| pthread_join ||| tid ||| pthread_mutex_destroy ||| lock","FunctionDecl : void *(void *) ||| FunctionDecl : int () ||| ParmDecl : void * ||| StringLiteral : const char [25] ||| StringLiteral : const char [32] ||| TypeRef : pthread_mutex_t ||| VarDecl : pthread_mutex_t ||| VarDecl : int ||| VarDecl : int ||| VarDecl : int [2] ||| UnexposedExpr : int (*)(pthread_mutex_t *, const pthread_mutexattr_t *) throw() ||| UnexposedExpr : int (*)(const char *__restrict, ...) ||| UnexposedExpr : int ||| UnexposedExpr : int * ||| UnexposedExpr : int ||| UnexposedExpr : int ||| UnexposedExpr : int (*)(pthread_t *__restrict, const pthread_attr_t *__restrict, void *(*)(void *), void *__restrict) throw() ||| UnexposedExpr : pthread_t * ||| UnexposedExpr : int ||| UnexposedExpr : int * ||| UnexposedExpr : int ||| UnexposedExpr : int ||| UnexposedExpr : int (*)(const char *__restrict, ...) ||| UnexposedExpr : char *(*)(int) throw() ||| UnexposedExpr : int ||| UnexposedExpr : int (*)(pthread_t, void **) ||| UnexposedExpr : pthread_t * ||| UnexposedExpr : int (*)(pthread_t, void **) ||| UnexposedExpr : pthread_t * ||| UnexposedExpr : int (*)(pthread_mutex_t *) throw() ||| CallExpr : int ||| CallExpr : int ||| CallExpr : int ||| CallExpr : int ||| CallExpr : char * ||| CallExpr : int ||| CallExpr : int ||| CallExpr : int ||| DeclRefExpr : int (pthread_mutex_t *, const pthread_mutexattr_t *) throw() ||| DeclRefExpr : pthread_mutex_t ||| DeclRefExpr : int (const char *__restrict, ...) ||| DeclRefExpr : int ||| DeclRefExpr : int [2] ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int (pthread_t *__restrict, const pthread_attr_t *__restrict, void *(*)(void *), void *__restrict) throw() ||| DeclRefExpr : pthread_t [2] ||| DeclRefExpr : int ||| DeclRefExpr : void *(void *) ||| DeclRefExpr : int [2] ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int (const char *__restrict, ...) ||| DeclRefExpr : char *(int) throw() ||| DeclRefExpr : int ||| DeclRefExpr : int ||| DeclRefExpr : int (pthread_t, void **) ||| DeclRefExpr : pthread_t [2] ||| DeclRefExpr : int (pthread_t, void **) ||| DeclRefExpr : pthread_t [2] ||| DeclRefExpr : int (pthread_mutex_t *) throw() ||| DeclRefExpr : pthread_mutex_t","trythis ||| main ||| arg ||| ""\n mutex init has failed\n"" ||| ""\n Thread can't be created : [%s]"" ||| pthread mutex t ||| lock ||| i ||| error ||| a ||| pthread mutex init ||| printf ||| i ||| a ||| i ||| i ||| pthread create ||| tid ||| i ||| a ||| i ||| error ||| printf ||| strerror ||| error ||| pthread join ||| tid ||| pthread join ||| tid ||| pthread mutex destroy ||| pthread mutex init ||| printf ||| pthread create ||| printf ||| strerror ||| pthread join ||| pthread join ||| pthread mutex destroy ||| pthread mutex init ||| lock ||| printf ||| i ||| a ||| i ||| i ||| error ||| pthread create ||| tid ||| i ||| trythis ||| a ||| i ||| error ||| printf ||| strerror ||| error ||| i ||| pthread join ||| tid ||| pthread join ||| tid ||| pthread mutex destroy ||| lock","12: 12 ||| 15: 40 ||| 12: 12 ||| 23: 23 ||| 32: 32 ||| 13: 13 ||| 13: 13 ||| 17: 17 ||| 18: 18 ||| 20: 20 ||| 22: 22 ||| 23: 23 ||| 27: 27 ||| 29: 29 ||| 29: 29 ||| 29: 29 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 31: 31 ||| 32: 32 ||| 32: 32 ||| 32: 32 ||| 36: 36 ||| 36: 36 ||| 37: 37 ||| 37: 37 ||| 38: 38 ||| 22: 22 ||| 23: 23 ||| 30: 30 ||| 32: 32 ||| 32: 32 ||| 36: 36 ||| 37: 37 ||| 38: 38 ||| 22: 22 ||| 22: 22 ||| 23: 23 ||| 27: 27 ||| 29: 29 ||| 29: 29 ||| 29: 29 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 30: 30 ||| 31: 31 ||| 32: 32 ||| 32: 32 ||| 32: 32 ||| 33: 33 ||| 36: 36 ||| 36: 36 ||| 37: 37 ||| 37: 37 ||| 38: 38 ||| 38: 38"," |||  |||  ||| init : Properties of Datastructure / Function / Blocks |||  |||  |||  |||  ||| error : Time Complexity / Space Complexity/ Memory/ Exception |||  ||| init : Properties of Datastructure / Function / Blocks |||  |||  |||  |||  |||  ||| create : Operations as part of Data structure |||  |||  |||  |||  ||| error : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  ||| error : Time Complexity / Space Complexity/ Memory/ Exception ||| join : Operations as part of Data structure |||  ||| join : Operations as part of Data structure |||  ||| destroy : Time Complexity / Space Complexity/ Memory/ Exception ||| init : Properties of Datastructure / Function / Blocks |||  ||| create : Operations as part of Data structure |||  |||  ||| join : Operations as part of Data structure ||| join : Operations as part of Data structure ||| destroy : Time Complexity / Space Complexity/ Memory/ Exception ||| init : Properties of Datastructure / Function / Blocks |||  |||  |||  |||  |||  |||  ||| error : Time Complexity / Space Complexity/ Memory/ Exception ||| create : Operations as part of Data structure |||  |||  |||  |||  |||  ||| error : Time Complexity / Space Complexity/ Memory/ Exception |||  |||  ||| error : Time Complexity / Space Complexity/ Memory/ Exception |||  ||| join : Operations as part of Data structure |||  ||| join : Operations as part of Data structure |||  ||| destroy : Time Complexity / Space Complexity/ Memory/ Exception ||| "," |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  |||  ||| ","","","100188559292 ||| 103347705612 ||| 101574575774 ||| 103228534691 ||| 100344219512 ||| 102465847757 ||| 103988418846 ||| 103559319398 ||| 101966439505 ||| 100827854070 ||| 100989653540 ||| 103633705909 ||| 101916956272 ||| 100150111865 ||| 102382263187 ||| 100553180717 ||| 104187617606 ||| 103354180036 ||| 101542638605 ||| 103333381643 ||| 104288612909 ||| 100547469134 ||| 102716585786 ||| 102388728176 ||| 103768564027 ||| 102257472977 ||| 103528340716 ||| 102944929210 ||| 102847540145 ||| 103958024160 ||| 100664867706 ||| 100283043863 ||| 102949364067 ||| 102774306983 ||| 102737629817 ||| 102015433026 ||| 102500269436 ||| 101751659901 ||| 103461602527 ||| 102602093600 ||| 104135824316 ||| 102566076575 ||| 103126949503 ||| 104229178689 ||| 102636702413 ||| 100497810300 ||| 100701657236 ||| 103315791877 ||| 104005791324 ||| 103714184497 ||| 102906910766 ||| 104185626310 ||| 104263670892 ||| 103208289525 ||| 102845566802 ||| 101136354822 ||| 101106288623 ||| 103600812584 ||| 101553826037 ||| 101703627904 ||| 101294443792 ||| 102939352404 ||| 102918713114"
